fid,latitude,longitude,radiance
17018766,26.9939,92.8522,0
17018767,26.9939,92.8564,0
17018768,26.9939,92.8605,0
17018769,26.9939,92.8647,0
17018770,26.9939,92.8689,0
17018771,26.9939,92.873,0
17018772,26.9939,92.8772,0
17018773,26.9939,92.8814,0
17018774,26.9939,92.8855,0
17018775,26.9939,92.8897,0
17018776,26.9939,92.8939,0
17025750,26.9897,92.648,0
17025751,26.9897,92.6522,0
17025752,26.9897,92.6564,0
17025753,26.9897,92.6605,0
17025754,26.9897,92.6647,0
17025755,26.9897,92.6689,0
17025756,26.9897,92.673,0
17025757,26.9897,92.6772,0
17025758,26.9897,92.6814,0
17025759,26.9897,92.6855,0
17025760,26.9897,92.6897,0
17025761,26.9897,92.6939,0
17025762,26.9897,92.698,0
17025763,26.9897,92.7022,0
17025764,26.9897,92.7064,0
17025765,26.9897,92.7105,0
17025766,26.9897,92.7147,0
17025767,26.9897,92.7189,0
17025768,26.9897,92.723,0
17025769,26.9897,92.7272,0
17025770,26.9897,92.7314,0
17025771,26.9897,92.7355,0
17025772,26.9897,92.7397,0
17025773,26.9897,92.7439,0
17025774,26.9897,92.748,0
17025775,26.9897,92.7522,0
17025776,26.9897,92.7564,0
17025777,26.9897,92.7605,0
17025778,26.9897,92.7647,0
17025779,26.9897,92.7689,0
17025780,26.9897,92.773,0
17025781,26.9897,92.7772,0
17025782,26.9897,92.7814,0
17025783,26.9897,92.7855,0
17025784,26.9897,92.7897,0
17025785,26.9897,92.7939,0
17025786,26.9897,92.798,0
17025787,26.9897,92.8022,0
17025788,26.9897,92.8064,0
17025789,26.9897,92.8105,0
17025790,26.9897,92.8147,0
17025791,26.9897,92.8189,0
17025792,26.9897,92.823,0
17025793,26.9897,92.8272,0
17025794,26.9897,92.8314,0
17025795,26.9897,92.8355,0
17025796,26.9897,92.8397,0
17025797,26.9897,92.8439,0
17025798,26.9897,92.848,0
17025799,26.9897,92.8522,0
17025800,26.9897,92.8564,0
17025801,26.9897,92.8605,0
17025802,26.9897,92.8647,0
17025803,26.9897,92.8689,0
17025804,26.9897,92.873,0
17025805,26.9897,92.8772,0
17025806,26.9897,92.8814,0
17025807,26.9897,92.8855,0
17025808,26.9897,92.8897,0
17025809,26.9897,92.8939,0
17025810,26.9897,92.898,0
17025811,26.9897,92.9022,0
17032782,26.9855,92.6439,0
17032783,26.9855,92.648,0
17032784,26.9855,92.6522,0
17032785,26.9855,92.6564,0
17032786,26.9855,92.6605,0
17032787,26.9855,92.6647,0
17032788,26.9855,92.6689,0
17032789,26.9855,92.673,0
17032790,26.9855,92.6772,0
17032791,26.9855,92.6814,0
17032792,26.9855,92.6855,0
17032793,26.9855,92.6897,0
17032794,26.9855,92.6939,0
17032795,26.9855,92.698,0
17032796,26.9855,92.7022,0
17032797,26.9855,92.7064,0
17032798,26.9855,92.7105,0
17032799,26.9855,92.7147,0
17032800,26.9855,92.7189,0
17032801,26.9855,92.723,0
17032802,26.9855,92.7272,0
17032803,26.9855,92.7314,0
17032804,26.9855,92.7355,0
17032805,26.9855,92.7397,0
17032806,26.9855,92.7439,0
17032807,26.9855,92.748,0
17032808,26.9855,92.7522,0
17032809,26.9855,92.7564,0
17032810,26.9855,92.7605,0
17032811,26.9855,92.7647,0
17032812,26.9855,92.7689,0
17032813,26.9855,92.773,0
17032814,26.9855,92.7772,0
17032815,26.9855,92.7814,0
17032816,26.9855,92.7855,0
17032817,26.9855,92.7897,0
17032818,26.9855,92.7939,0
17032819,26.9855,92.798,0
17032820,26.9855,92.8022,0
17032821,26.9855,92.8064,0
17032822,26.9855,92.8105,0
17032823,26.9855,92.8147,0
17032824,26.9855,92.8189,0
17032825,26.9855,92.823,0
17032826,26.9855,92.8272,0
17032827,26.9855,92.8314,0
17032828,26.9855,92.8355,0
17032829,26.9855,92.8397,0
17032830,26.9855,92.8439,0
17032831,26.9855,92.848,0
17032832,26.9855,92.8522,0
17032833,26.9855,92.8564,0
17032834,26.9855,92.8605,0
17032835,26.9855,92.8647,0
17032836,26.9855,92.8689,0
17032837,26.9855,92.873,0
17032838,26.9855,92.8772,0
17032839,26.9855,92.8814,0
17032840,26.9855,92.8855,0
17032841,26.9855,92.8897,0
17032842,26.9855,92.8939,0
17032843,26.9855,92.898,0
17032844,26.9855,92.9022,0
17032845,26.9855,92.9064,0
17032846,26.9855,92.9105,0
17039813,26.9814,92.6355,0
17039814,26.9814,92.6397,0
17039815,26.9814,92.6439,0
17039816,26.9814,92.648,0
17039817,26.9814,92.6522,0
17039818,26.9814,92.6564,0
17039819,26.9814,92.6605,0
17039820,26.9814,92.6647,0
17039821,26.9814,92.6689,0
17039822,26.9814,92.673,0
17039823,26.9814,92.6772,0
17039824,26.9814,92.6814,0
17039825,26.9814,92.6855,0
17039826,26.9814,92.6897,0
17039827,26.9814,92.6939,0
17039828,26.9814,92.698,0
17039829,26.9814,92.7022,0
17039830,26.9814,92.7064,0
17039831,26.9814,92.7105,0
17039832,26.9814,92.7147,0
17039833,26.9814,92.7189,0
17039834,26.9814,92.723,0
17039835,26.9814,92.7272,0
17039836,26.9814,92.7314,0
17039837,26.9814,92.7355,0
17039838,26.9814,92.7397,0
17039839,26.9814,92.7439,0
17039840,26.9814,92.748,0
17039841,26.9814,92.7522,0
17039842,26.9814,92.7564,0
17039843,26.9814,92.7605,0
17039844,26.9814,92.7647,0
17039845,26.9814,92.7689,0
17039846,26.9814,92.773,0
17039847,26.9814,92.7772,0
17039848,26.9814,92.7814,0
17039849,26.9814,92.7855,0
17039850,26.9814,92.7897,0
17039851,26.9814,92.7939,0
17039852,26.9814,92.798,0
17039853,26.9814,92.8022,0
17039854,26.9814,92.8064,0
17039855,26.9814,92.8105,0
17039856,26.9814,92.8147,0
17039857,26.9814,92.8189,0
17039858,26.9814,92.823,0
17039859,26.9814,92.8272,0
17039860,26.9814,92.8314,0
17039861,26.9814,92.8355,0
17039862,26.9814,92.8397,0
17039863,26.9814,92.8439,0
17039864,26.9814,92.848,0
17039865,26.9814,92.8522,0
17039866,26.9814,92.8564,0
17039867,26.9814,92.8605,0
17039868,26.9814,92.8647,0
17039869,26.9814,92.8689,0
17039870,26.9814,92.873,0
17039871,26.9814,92.8772,0
17039872,26.9814,92.8814,0
17039873,26.9814,92.8855,0
17039874,26.9814,92.8897,0
17039875,26.9814,92.8939,0
17039876,26.9814,92.898,0
17039877,26.9814,92.9022,0
17039878,26.9814,92.9064,0
17039879,26.9814,92.9105,0
17039880,26.9814,92.9147,0
17046844,26.9772,92.6272,0
17046845,26.9772,92.6314,0
17046846,26.9772,92.6355,0
17046847,26.9772,92.6397,0
17046848,26.9772,92.6439,0
17046849,26.9772,92.648,0
17046850,26.9772,92.6522,0
17046851,26.9772,92.6564,0
17046852,26.9772,92.6605,0
17046853,26.9772,92.6647,0
17046854,26.9772,92.6689,0
17046855,26.9772,92.673,0
17046856,26.9772,92.6772,0
17046857,26.9772,92.6814,0
17046858,26.9772,92.6855,0
17046859,26.9772,92.6897,0
17046860,26.9772,92.6939,0
17046861,26.9772,92.698,0
17046862,26.9772,92.7022,0
17046863,26.9772,92.7064,0
17046864,26.9772,92.7105,0
17046865,26.9772,92.7147,0
17046866,26.9772,92.7189,0
17046867,26.9772,92.723,0
17046868,26.9772,92.7272,0
17046869,26.9772,92.7314,0
17046870,26.9772,92.7355,0
17046871,26.9772,92.7397,0
17046872,26.9772,92.7439,0
17046873,26.9772,92.748,0
17046874,26.9772,92.7522,0
17046875,26.9772,92.7564,0
17046876,26.9772,92.7605,0
17046877,26.9772,92.7647,0
17046878,26.9772,92.7689,0
17046879,26.9772,92.773,0
17046880,26.9772,92.7772,0
17046881,26.9772,92.7814,0
17046882,26.9772,92.7855,0
17046883,26.9772,92.7897,0
17046884,26.9772,92.7939,0
17046885,26.9772,92.798,0
17046886,26.9772,92.8022,0
17046887,26.9772,92.8064,0
17046888,26.9772,92.8105,0
17046889,26.9772,92.8147,0
17046890,26.9772,92.8189,0
17046891,26.9772,92.823,0
17046892,26.9772,92.8272,0
17046893,26.9772,92.8314,0
17046894,26.9772,92.8355,0
17046895,26.9772,92.8397,0
17046896,26.9772,92.8439,0
17046897,26.9772,92.848,0
17046898,26.9772,92.8522,0
17046899,26.9772,92.8564,0
17046900,26.9772,92.8605,0
17046901,26.9772,92.8647,0
17046902,26.9772,92.8689,0
17046903,26.9772,92.873,0
17046904,26.9772,92.8772,0
17046905,26.9772,92.8814,0
17046906,26.9772,92.8855,0
17046907,26.9772,92.8897,0
17046908,26.9772,92.8939,0
17046909,26.9772,92.898,0
17046910,26.9772,92.9022,0
17046911,26.9772,92.9064,0
17046912,26.9772,92.9105,0
17046913,26.9772,92.9147,0
17053874,26.973,92.6147,0
17053875,26.973,92.6189,0
17053876,26.973,92.623,0
17053877,26.973,92.6272,0
17053878,26.973,92.6314,0
17053879,26.973,92.6355,0
17053880,26.973,92.6397,0
17053881,26.973,92.6439,0
17053882,26.973,92.648,0
17053883,26.973,92.6522,0
17053884,26.973,92.6564,0
17053885,26.973,92.6605,0
17053886,26.973,92.6647,0
17053887,26.973,92.6689,0
17053888,26.973,92.673,0
17053889,26.973,92.6772,0
17053890,26.973,92.6814,0
17053891,26.973,92.6855,0
17053892,26.973,92.6897,0
17053893,26.973,92.6939,0
17053894,26.973,92.698,0
17053895,26.973,92.7022,0
17053896,26.973,92.7064,0
17053897,26.973,92.7105,0
17053898,26.973,92.7147,0
17053899,26.973,92.7189,0
17053900,26.973,92.723,0
17053901,26.973,92.7272,0
17053902,26.973,92.7314,0
17053903,26.973,92.7355,0
17053904,26.973,92.7397,0
17053905,26.973,92.7439,0
17053906,26.973,92.748,0
17053907,26.973,92.7522,0
17053908,26.973,92.7564,0
17053909,26.973,92.7605,0
17053910,26.973,92.7647,0
17053911,26.973,92.7689,0
17053912,26.973,92.773,0
17053913,26.973,92.7772,0
17053914,26.973,92.7814,0
17053915,26.973,92.7855,0
17053916,26.973,92.7897,0
17053917,26.973,92.7939,0
17053918,26.973,92.798,0
17053919,26.973,92.8022,0
17053920,26.973,92.8064,0
17053921,26.973,92.8105,0
17053922,26.973,92.8147,0
17053923,26.973,92.8189,0
17053924,26.973,92.823,0
17053925,26.973,92.8272,0
17053926,26.973,92.8314,0
17053927,26.973,92.8355,0
17053928,26.973,92.8397,0
17053929,26.973,92.8439,0
17053930,26.973,92.848,0
17053931,26.973,92.8522,0
17053932,26.973,92.8564,0
17053933,26.973,92.8605,0
17053934,26.973,92.8647,0
17053935,26.973,92.8689,0
17053936,26.973,92.873,0
17053937,26.973,92.8772,0
17053938,26.973,92.8814,0
17053939,26.973,92.8855,0
17053940,26.973,92.8897,0
17053941,26.973,92.8939,0
17053942,26.973,92.898,0
17053943,26.973,92.9022,0
17053944,26.973,92.9064,0
17053945,26.973,92.9105,0
17053946,26.973,92.9147,0
17060905,26.9689,92.6064,0
17060906,26.9689,92.6105,0
17060907,26.9689,92.6147,0
17060908,26.9689,92.6189,0
17060909,26.9689,92.623,0
17060910,26.9689,92.6272,0
17060911,26.9689,92.6314,0
17060912,26.9689,92.6355,0
17060913,26.9689,92.6397,0
17060914,26.9689,92.6439,0
17060915,26.9689,92.648,0
17060916,26.9689,92.6522,0
17060917,26.9689,92.6564,0
17060918,26.9689,92.6605,0
17060919,26.9689,92.6647,0
17060920,26.9689,92.6689,0
17060921,26.9689,92.673,0
17060922,26.9689,92.6772,0
17060923,26.9689,92.6814,0
17060924,26.9689,92.6855,0
17060925,26.9689,92.6897,0
17060926,26.9689,92.6939,0
17060927,26.9689,92.698,0
17060928,26.9689,92.7022,0
17060929,26.9689,92.7064,0
17060930,26.9689,92.7105,0
17060931,26.9689,92.7147,0
17060932,26.9689,92.7189,0
17060933,26.9689,92.723,0
17060934,26.9689,92.7272,0
17060935,26.9689,92.7314,0
17060936,26.9689,92.7355,0
17060937,26.9689,92.7397,0
17060938,26.9689,92.7439,0
17060939,26.9689,92.748,0
17060940,26.9689,92.7522,0
17060941,26.9689,92.7564,0
17060942,26.9689,92.7605,0
17060943,26.9689,92.7647,0
17060944,26.9689,92.7689,0
17060945,26.9689,92.773,0
17060946,26.9689,92.7772,0
17060947,26.9689,92.7814,0
17060948,26.9689,92.7855,0
17060949,26.9689,92.7897,0
17060950,26.9689,92.7939,0
17060951,26.9689,92.798,0
17060952,26.9689,92.8022,0
17060953,26.9689,92.8064,0
17060954,26.9689,92.8105,0
17060955,26.9689,92.8147,0
17060956,26.9689,92.8189,0
17060957,26.9689,92.823,0
17060958,26.9689,92.8272,0
17060959,26.9689,92.8314,0
17060960,26.9689,92.8355,0
17060961,26.9689,92.8397,0
17060962,26.9689,92.8439,0
17060963,26.9689,92.848,0
17060964,26.9689,92.8522,0
17060965,26.9689,92.8564,0
17060966,26.9689,92.8605,0
17060967,26.9689,92.8647,0
17060968,26.9689,92.8689,0
17060969,26.9689,92.873,0
17060970,26.9689,92.8772,0
17060971,26.9689,92.8814,0
17060972,26.9689,92.8855,0
17060973,26.9689,92.8897,0
17060974,26.9689,92.8939,0
17060975,26.9689,92.898,0
17060976,26.9689,92.9022,0
17060977,26.9689,92.9064,0
17060978,26.9689,92.9105,0
17060979,26.9689,92.9147,0
17067936,26.9647,92.598,0
17067937,26.9647,92.6022,0
17067938,26.9647,92.6064,0
17067939,26.9647,92.6105,0
17067940,26.9647,92.6147,0
17067941,26.9647,92.6189,0
17067942,26.9647,92.623,0
17067943,26.9647,92.6272,0
17067944,26.9647,92.6314,0
17067945,26.9647,92.6355,0
17067946,26.9647,92.6397,0
17067947,26.9647,92.6439,0
17067948,26.9647,92.648,0
17067949,26.9647,92.6522,0
17067950,26.9647,92.6564,0
17067951,26.9647,92.6605,0
17067952,26.9647,92.6647,0
17067953,26.9647,92.6689,0
17067954,26.9647,92.673,0
17067955,26.9647,92.6772,0
17067956,26.9647,92.6814,0
17067957,26.9647,92.6855,0
17067958,26.9647,92.6897,0
17067959,26.9647,92.6939,0
17067960,26.9647,92.698,0
17067961,26.9647,92.7022,0
17067962,26.9647,92.7064,0
17067963,26.9647,92.7105,0
17067964,26.9647,92.7147,0
17067965,26.9647,92.7189,0
17067966,26.9647,92.723,0
17067967,26.9647,92.7272,0
17067968,26.9647,92.7314,0
17067969,26.9647,92.7355,0
17067970,26.9647,92.7397,0
17067971,26.9647,92.7439,0
17067972,26.9647,92.748,0
17067973,26.9647,92.7522,0
17067974,26.9647,92.7564,0
17067975,26.9647,92.7605,0
17067976,26.9647,92.7647,0
17067977,26.9647,92.7689,0
17067978,26.9647,92.773,0
17067979,26.9647,92.7772,0
17067980,26.9647,92.7814,0
17067981,26.9647,92.7855,0
17067982,26.9647,92.7897,71
17067983,26.9647,92.7939,0
17067984,26.9647,92.798,0
17067985,26.9647,92.8022,0
17067986,26.9647,92.8064,0
17067987,26.9647,92.8105,0
17067988,26.9647,92.8147,0
17067989,26.9647,92.8189,0
17067990,26.9647,92.823,0
17067991,26.9647,92.8272,0
17067992,26.9647,92.8314,0
17067993,26.9647,92.8355,0
17067994,26.9647,92.8397,0
17067995,26.9647,92.8439,0
17067996,26.9647,92.848,0
17067997,26.9647,92.8522,0
17067998,26.9647,92.8564,0
17067999,26.9647,92.8605,0
17068000,26.9647,92.8647,0
17068001,26.9647,92.8689,0
17068002,26.9647,92.873,0
17068003,26.9647,92.8772,0
17068004,26.9647,92.8814,0
17068005,26.9647,92.8855,0
17068006,26.9647,92.8897,0
17068007,26.9647,92.8939,0
17068008,26.9647,92.898,0
17068009,26.9647,92.9022,0
17068010,26.9647,92.9064,0
17068011,26.9647,92.9105,0
17068012,26.9647,92.9147,0
17074938,26.9605,92.4689,0
17074939,26.9605,92.473,0
17074940,26.9605,92.4772,0
17074941,26.9605,92.4814,0
17074942,26.9605,92.4855,0
17074943,26.9605,92.4897,0
17074944,26.9605,92.4939,0
17074945,26.9605,92.498,0
17074946,26.9605,92.5022,0
17074947,26.9605,92.5064,0
17074948,26.9605,92.5105,0
17074949,26.9605,92.5147,0
17074950,26.9605,92.5189,0
17074951,26.9605,92.523,0
17074967,26.9605,92.5897,0
17074968,26.9605,92.5939,0
17074969,26.9605,92.598,0
17074970,26.9605,92.6022,0
17074971,26.9605,92.6064,0
17074972,26.9605,92.6105,0
17074973,26.9605,92.6147,0
17074974,26.9605,92.6189,0
17074975,26.9605,92.623,0
17074976,26.9605,92.6272,0
17074977,26.9605,92.6314,0
17074978,26.9605,92.6355,0
17074979,26.9605,92.6397,0
17074980,26.9605,92.6439,0
17074981,26.9605,92.648,0
17074982,26.9605,92.6522,0
17074983,26.9605,92.6564,0
17074984,26.9605,92.6605,0
17074985,26.9605,92.6647,0
17074986,26.9605,92.6689,0
17074987,26.9605,92.673,0
17074988,26.9605,92.6772,0
17074989,26.9605,92.6814,0
17074990,26.9605,92.6855,0
17074991,26.9605,92.6897,0
17074992,26.9605,92.6939,0
17074993,26.9605,92.698,0
17074994,26.9605,92.7022,0
17074995,26.9605,92.7064,0
17074996,26.9605,92.7105,0
17074997,26.9605,92.7147,0
17074998,26.9605,92.7189,0
17074999,26.9605,92.723,0
17075000,26.9605,92.7272,0
17075001,26.9605,92.7314,0
17075002,26.9605,92.7355,0
17075003,26.9605,92.7397,0
17075004,26.9605,92.7439,0
17075005,26.9605,92.748,0
17075006,26.9605,92.7522,0
17075007,26.9605,92.7564,0
17075008,26.9605,92.7605,0
17075009,26.9605,92.7647,0
17075010,26.9605,92.7689,0
17075011,26.9605,92.773,0
17075012,26.9605,92.7772,0
17075013,26.9605,92.7814,0
17075014,26.9605,92.7855,71
