fid,latitude,longitude,radiance
17257912,26.8522,92.9522,0
17257913,26.8522,92.9564,0
17257914,26.8522,92.9605,71
17257915,26.8522,92.9647,71
17257916,26.8522,92.9689,71
17257917,26.8522,92.973,71
17257918,26.8522,92.9772,71
17257919,26.8522,92.9814,71
17257920,26.8522,92.9855,71
17257921,26.8522,92.9897,71
17257922,26.8522,92.9939,71
17257923,26.8522,92.998,71
17257924,26.8522,93.0022,71
17257925,26.8522,93.0064,71
17257926,26.8522,93.0105,71
17257927,26.8522,93.0147,71
17257928,26.8522,93.0189,0
17257929,26.8522,93.023,0
17257930,26.8522,93.0272,0
17257931,26.8522,93.0314,0
17257932,26.8522,93.0355,0
17257933,26.8522,93.0397,71
17264799,26.848,92.3439,0
17264800,26.848,92.348,0
17264801,26.848,92.3522,0
17264802,26.848,92.3564,0
17264803,26.848,92.3605,0
17264804,26.848,92.3647,0
17264805,26.848,92.3689,0
17264806,26.848,92.373,0
17264807,26.848,92.3772,0
17264808,26.848,92.3814,0
17264809,26.848,92.3855,0
17264810,26.848,92.3897,0
17264811,26.848,92.3939,0
17264812,26.848,92.398,0
17264813,26.848,92.4022,0
17264814,26.848,92.4064,0
17264815,26.848,92.4105,0
17264816,26.848,92.4147,71
17264817,26.848,92.4189,71
17264818,26.848,92.423,71
17264819,26.848,92.4272,0
17264820,26.848,92.4314,71
17264821,26.848,92.4355,0
17264822,26.848,92.4397,71
17264823,26.848,92.4439,71
17264824,26.848,92.448,71
17264825,26.848,92.4522,71
17264826,26.848,92.4564,71
17264827,26.848,92.4605,71
17264828,26.848,92.4647,71
17264829,26.848,92.4689,71
17264830,26.848,92.473,71
17264831,26.848,92.4772,71
17264832,26.848,92.4814,71
17264833,26.848,92.4855,71
17264834,26.848,92.4897,0
17264835,26.848,92.4939,0
17264836,26.848,92.498,0
17264837,26.848,92.5022,0
17264838,26.848,92.5064,0
17264839,26.848,92.5105,0
17264840,26.848,92.5147,0
17264841,26.848,92.5189,0
17264842,26.848,92.523,0
17264843,26.848,92.5272,0
17264844,26.848,92.5314,0
17264845,26.848,92.5355,0
17264846,26.848,92.5397,71
17264847,26.848,92.5439,71
17264848,26.848,92.548,71
17264849,26.848,92.5522,71
17264850,26.848,92.5564,71
17264851,26.848,92.5605,71
17264852,26.848,92.5647,71
17264853,26.848,92.5689,71
17264854,26.848,92.573,71
17264855,26.848,92.5772,71
17264856,26.848,92.5814,71
17264857,26.848,92.5855,245
17264858,26.848,92.5897,245
17264859,26.848,92.5939,71
17264860,26.848,92.598,71
17264861,26.848,92.6022,71
17264862,26.848,92.6064,71
17264863,26.848,92.6105,71
17264864,26.848,92.6147,71
17264865,26.848,92.6189,71
17264866,26.848,92.623,71
17264867,26.848,92.6272,71
17264868,26.848,92.6314,71
17264869,26.848,92.6355,71
17264870,26.848,92.6397,71
17264871,26.848,92.6439,71
17264872,26.848,92.648,71
17264873,26.848,92.6522,71
17264874,26.848,92.6564,71
17264875,26.848,92.6605,71
17264876,26.848,92.6647,71
17264877,26.848,92.6689,71
17264878,26.848,92.673,71
17264879,26.848,92.6772,71
17264880,26.848,92.6814,71
17264881,26.848,92.6855,71
17264882,26.848,92.6897,71
17264883,26.848,92.6939,71
17264884,26.848,92.698,71
17264885,26.848,92.7022,71
17264886,26.848,92.7064,71
17264887,26.848,92.7105,71
17264888,26.848,92.7147,71
17264889,26.848,92.7189,71
17264890,26.848,92.723,71
17264891,26.848,92.7272,71
17264892,26.848,92.7314,71
17264893,26.848,92.7355,71
17264894,26.848,92.7397,71
17264895,26.848,92.7439,71
17264896,26.848,92.748,71
17264897,26.848,92.7522,71
17264898,26.848,92.7564,71
17264899,26.848,92.7605,71
17264900,26.848,92.7647,71
17264901,26.848,92.7689,71
17264902,26.848,92.773,71
17264903,26.848,92.7772,71
17264904,26.848,92.7814,71
17264905,26.848,92.7855,71
17264906,26.848,92.7897,71
17264907,26.848,92.7939,71
17264908,26.848,92.798,71
17264909,26.848,92.8022,245
17264910,26.848,92.8064,245
17264911,26.848,92.8105,71
17264912,26.848,92.8147,71
17264913,26.848,92.8189,71
17264914,26.848,92.823,71
17264915,26.848,92.8272,71
17264916,26.848,92.8314,71
17264917,26.848,92.8355,71
17264918,26.848,92.8397,71
17264919,26.848,92.8439,71
17264920,26.848,92.848,71
17264921,26.848,92.8522,71
17264922,26.848,92.8564,71
17264923,26.848,92.8605,71
17264924,26.848,92.8647,0
17264925,26.848,92.8689,0
17264926,26.848,92.873,0
17264927,26.848,92.8772,71
17264928,26.848,92.8814,71
17264929,26.848,92.8855,71
17264930,26.848,92.8897,71
17264931,26.848,92.8939,71
17264932,26.848,92.898,71
17264933,26.848,92.9022,71
17264934,26.848,92.9064,71
17264935,26.848,92.9105,71
17264936,26.848,92.9147,71
17264937,26.848,92.9189,71
17264938,26.848,92.923,71
17264939,26.848,92.9272,71
17264940,26.848,92.9314,71
17264941,26.848,92.9355,71
17264942,26.848,92.9397,71
17264943,26.848,92.9439,71
17264944,26.848,92.948,71
17264945,26.848,92.9522,71
17264946,26.848,92.9564,71
17264947,26.848,92.9605,71
17264948,26.848,92.9647,71
17264949,26.848,92.9689,71
17264950,26.848,92.973,71
17264951,26.848,92.9772,71
17264952,26.848,92.9814,0
17264953,26.848,92.9855,71
17264954,26.848,92.9897,71
17264955,26.848,92.9939,71
17264956,26.848,92.998,71
17264957,26.848,93.0022,71
17264958,26.848,93.0064,71
17264959,26.848,93.0105,71
17264960,26.848,93.0147,71
17264961,26.848,93.0189,71
17264962,26.848,93.023,71
17264963,26.848,93.0272,0
17264964,26.848,93.0314,0
17264965,26.848,93.0355,71
17264966,26.848,93.0397,71
17264967,26.848,93.0439,71
17271830,26.8439,92.3355,0
17271831,26.8439,92.3397,0
17271832,26.8439,92.3439,0
17271833,26.8439,92.348,0
17271834,26.8439,92.3522,0
17271835,26.8439,92.3564,0
17271836,26.8439,92.3605,0
17271837,26.8439,92.3647,0
17271838,26.8439,92.3689,0
17271839,26.8439,92.373,0
17271840,26.8439,92.3772,0
17271841,26.8439,92.3814,0
17271842,26.8439,92.3855,0
17271843,26.8439,92.3897,0
17271844,26.8439,92.3939,0
17271845,26.8439,92.398,0
17271846,26.8439,92.4022,0
17271847,26.8439,92.4064,0
17271848,26.8439,92.4105,0
17271849,26.8439,92.4147,0
17271850,26.8439,92.4189,71
17271851,26.8439,92.423,0
17271852,26.8439,92.4272,0
17271853,26.8439,92.4314,0
17271854,26.8439,92.4355,0
17271855,26.8439,92.4397,71
17271856,26.8439,92.4439,71
17271857,26.8439,92.448,71
17271858,26.8439,92.4522,71
17271859,26.8439,92.4564,71
17271860,26.8439,92.4605,71
17271861,26.8439,92.4647,71
17271862,26.8439,92.4689,71
17271863,26.8439,92.473,0
17271864,26.8439,92.4772,0
17271865,26.8439,92.4814,0
17271866,26.8439,92.4855,0
17271867,26.8439,92.4897,0
17271868,26.8439,92.4939,0
17271869,26.8439,92.498,0
17271870,26.8439,92.5022,0
17271871,26.8439,92.5064,0
17271872,26.8439,92.5105,0
17271873,26.8439,92.5147,0
17271874,26.8439,92.5189,0
17271875,26.8439,92.523,0
17271876,26.8439,92.5272,0
17271877,26.8439,92.5314,0
17271878,26.8439,92.5355,71
17271879,26.8439,92.5397,71
17271880,26.8439,92.5439,71
17271881,26.8439,92.548,71
17271882,26.8439,92.5522,71
17271883,26.8439,92.5564,71
17271884,26.8439,92.5605,71
17271885,26.8439,92.5647,71
17271886,26.8439,92.5689,71
17271887,26.8439,92.573,71
17271888,26.8439,92.5772,71
17271889,26.8439,92.5814,71
17271890,26.8439,92.5855,71
17271891,26.8439,92.5897,245
17271892,26.8439,92.5939,245
17271893,26.8439,92.598,71
17271894,26.8439,92.6022,71
17271895,26.8439,92.6064,71
17271896,26.8439,92.6105,71
17271897,26.8439,92.6147,71
17271898,26.8439,92.6189,71
17271899,26.8439,92.623,71
17271900,26.8439,92.6272,71
17271901,26.8439,92.6314,71
17271902,26.8439,92.6355,71
17271903,26.8439,92.6397,71
17271904,26.8439,92.6439,71
17271905,26.8439,92.648,71
17271906,26.8439,92.6522,71
17271907,26.8439,92.6564,71
17271908,26.8439,92.6605,71
17271909,26.8439,92.6647,71
17271910,26.8439,92.6689,71
17271911,26.8439,92.673,71
17271912,26.8439,92.6772,71
17271913,26.8439,92.6814,71
17271914,26.8439,92.6855,71
17271915,26.8439,92.6897,71
17271916,26.8439,92.6939,71
17271917,26.8439,92.698,71
17271918,26.8439,92.7022,71
17271919,26.8439,92.7064,71
17271920,26.8439,92.7105,71
17271921,26.8439,92.7147,71
17271922,26.8439,92.7189,71
17271923,26.8439,92.723,71
17271924,26.8439,92.7272,71
17271925,26.8439,92.7314,71
17271926,26.8439,92.7355,71
17271927,26.8439,92.7397,71
17271928,26.8439,92.7439,71
17271929,26.8439,92.748,71
17271930,26.8439,92.7522,71
17271931,26.8439,92.7564,71
17271932,26.8439,92.7605,71
17271933,26.8439,92.7647,71
17271934,26.8439,92.7689,71
17271935,26.8439,92.773,71
17271936,26.8439,92.7772,71
17271937,26.8439,92.7814,71
17271938,26.8439,92.7855,71
17271939,26.8439,92.7897,71
17271940,26.8439,92.7939,71
17271941,26.8439,92.798,71
17271942,26.8439,92.8022,245
17271943,26.8439,92.8064,245
17271944,26.8439,92.8105,245
17271945,26.8439,92.8147,71
17271946,26.8439,92.8189,71
17271947,26.8439,92.823,71
17271948,26.8439,92.8272,71
17271949,26.8439,92.8314,71
17271950,26.8439,92.8355,71
17271951,26.8439,92.8397,71
17271952,26.8439,92.8439,71
17271953,26.8439,92.848,71
17271954,26.8439,92.8522,0
17271955,26.8439,92.8564,71
17271956,26.8439,92.8605,71
17271957,26.8439,92.8647,0
17271958,26.8439,92.8689,0
17271959,26.8439,92.873,0
17271960,26.8439,92.8772,71
17271961,26.8439,92.8814,71
17271962,26.8439,92.8855,71
17271963,26.8439,92.8897,71
17271964,26.8439,92.8939,71
17271965,26.8439,92.898,71
17271966,26.8439,92.9022,71
17271967,26.8439,92.9064,71
17271968,26.8439,92.9105,71
17271969,26.8439,92.9147,71
17271970,26.8439,92.9189,71
17271971,26.8439,92.923,71
17271972,26.8439,92.9272,71
17271973,26.8439,92.9314,71
17271974,26.8439,92.9355,71
17271975,26.8439,92.9397,71
17271976,26.8439,92.9439,71
17271977,26.8439,92.948,71
17271978,26.8439,92.9522,71
17271979,26.8439,92.9564,71
17271980,26.8439,92.9605,71
17271981,26.8439,92.9647,71
17271982,26.8439,92.9689,71
17271983,26.8439,92.973,0
17271984,26.8439,92.9772,0
17271985,26.8439,92.9814,0
17271986,26.8439,92.9855,71
17271987,26.8439,92.9897,71
17271988,26.8439,92.9939,71
17271989,26.8439,92.998,71
17271990,26.8439,93.0022,71
17271991,26.8439,93.0064,71
17271992,26.8439,93.0105,71
17271993,26.8439,93.0147,71
17271994,26.8439,93.0189,71
17271995,26.8439,93.023,71
17271996,26.8439,93.0272,71
17271997,26.8439,93.0314,71
17271998,26.8439,93.0355,71
17271999,26.8439,93.0397,0
17272000,26.8439,93.0439,71
17278863,26.8397,92.3355,0
17278864,26.8397,92.3397,0
17278865,26.8397,92.3439,0
17278866,26.8397,92.348,0
17278867,26.8397,92.3522,0
17278868,26.8397,92.3564,0
17278869,26.8397,92.3605,0
17278870,26.8397,92.3647,0
17278871,26.8397,92.3689,0
17278872,26.8397,92.373,0
17278873,26.8397,92.3772,0
17278874,26.8397,92.3814,0
17278875,26.8397,92.3855,0
17278876,26.8397,92.3897,0
17278877,26.8397,92.3939,0
17278878,26.8397,92.398,0
17278879,26.8397,92.4022,0
17278880,26.8397,92.4064,0
17278881,26.8397,92.4105,0
17278882,26.8397,92.4147,0
17278883,26.8397,92.4189,0
17278884,26.8397,92.423,71
17278885,26.8397,92.4272,0
17278886,26.8397,92.4314,0
17278887,26.8397,92.4355,0
17278888,26.8397,92.4397,0
17278889,26.8397,92.4439,71
17278890,26.8397,92.448,71
17278891,26.8397,92.4522,71
17278892,26.8397,92.4564,71
17278893,26.8397,92.4605,71
17278894,26.8397,92.4647,71
17278895,26.8397,92.4689,71
17278896,26.8397,92.473,71
17278897,26.8397,92.4772,0
17278898,26.8397,92.4814,0
17278899,26.8397,92.4855,0
17278900,26.8397,92.4897,71
17278901,26.8397,92.4939,0
17278902,26.8397,92.498,71
17278903,26.8397,92.5022,71
17278904,26.8397,92.5064,0
17278905,26.8397,92.5105,0
17278906,26.8397,92.5147,0
17278907,26.8397,92.5189,0
17278908,26.8397,92.523,0
17278909,26.8397,92.5272,0
17278910,26.8397,92.5314,0
17278911,26.8397,92.5355,71
17278912,26.8397,92.5397,71
17278913,26.8397,92.5439,71
17278914,26.8397,92.548,71
17278915,26.8397,92.5522,71
17278916,26.8397,92.5564,71
17278917,26.8397,92.5605,71
17278918,26.8397,92.5647,71
17278919,26.8397,92.5689,71
17278920,26.8397,92.573,71
17278921,26.8397,92.5772,71
17278922,26.8397,92.5814,71
17278923,26.8397,92.5855,245
17278924,26.8397,92.5897,245
17278925,26.8397,92.5939,245
17278926,26.8397,92.598,71
17278927,26.8397,92.6022,71
17278928,26.8397,92.6064,71
17278929,26.8397,92.6105,71
17278930,26.8397,92.6147,71
17278931,26.8397,92.6189,71
17278932,26.8397,92.623,71
17278933,26.8397,92.6272,71
17278934,26.8397,92.6314,71
17278935,26.8397,92.6355,71
17278936,26.8397,92.6397,71
17278937,26.8397,92.6439,71
17278938,26.8397,92.648,71
17278939,26.8397,92.6522,71
17278940,26.8397,92.6564,71
17278941,26.8397,92.6605,71
17278942,26.8397,92.6647,71
17278943,26.8397,92.6689,71
17278944,26.8397,92.673,71
17278945,26.8397,92.6772,71
17278946,26.8397,92.6814,71
17278947,26.8397,92.6855,71
17278948,26.8397,92.6897,71
17278949,26.8397,92.6939,71
17278950,26.8397,92.698,71
17278951,26.8397,92.7022,71
17278952,26.8397,92.7064,71
17278953,26.8397,92.7105,71
17278954,26.8397,92.7147,71
17278955,26.8397,92.7189,71
17278956,26.8397,92.723,71
17278957,26.8397,92.7272,71
17278958,26.8397,92.7314,71
17278959,26.8397,92.7355,71
17278960,26.8397,92.7397,71
17278961,26.8397,92.7439,71
17278962,26.8397,92.748,71
17278963,26.8397,92.7522,71
17278964,26.8397,92.7564,71
17278965,26.8397,92.7605,71
17278966,26.8397,92.7647,71
17278967,26.8397,92.7689,71
17278968,26.8397,92.773,71
17278969,26.8397,92.7772,71
17278970,26.8397,92.7814,71
17278971,26.8397,92.7855,71
17278972,26.8397,92.7897,71
17278973,26.8397,92.7939,71
17278974,26.8397,92.798,71
17278975,26.8397,92.8022,71
17278976,26.8397,92.8064,245
17278977,26.8397,92.8105,71
17278978,26.8397,92.8147,71
17278979,26.8397,92.8189,71
17278980,26.8397,92.823,71
17278981,26.8397,92.8272,71
17278982,26.8397,92.8314,71
17278983,26.8397,92.8355,71
17278984,26.8397,92.8397,71
17278985,26.8397,92.8439,71
17278986,26.8397,92.848,71
17278987,26.8397,92.8522,71
17278988,26.8397,92.8564,0
17278989,26.8397,92.8605,0
17278990,26.8397,92.8647,0
17278991,26.8397,92.8689,0
17278992,26.8397,92.873,71
17278993,26.8397,92.8772,71
17278994,26.8397,92.8814,71
17278995,26.8397,92.8855,71
17278996,26.8397,92.8897,71
17278997,26.8397,92.8939,71
17278998,26.8397,92.898,71
17278999,26.8397,92.9022,71
17279000,26.8397,92.9064,71
17279001,26.8397,92.9105,71
17279002,26.8397,92.9147,71
17279003,26.8397,92.9189,71
17279004,26.8397,92.923,71
17279005,26.8397,92.9272,71
17279006,26.8397,92.9314,71
17279007,26.8397,92.9355,71
17279008,26.8397,92.9397,71
17279009,26.8397,92.9439,71
17279010,26.8397,92.948,71
17279011,26.8397,92.9522,71
17279012,26.8397,92.9564,71
17279013,26.8397,92.9605,71
17279014,26.8397,92.9647,71
17279015,26.8397,92.9689,71
17279016,26.8397,92.973,71
17279017,26.8397,92.9772,71
17279018,26.8397,92.9814,71
17279019,26.8397,92.9855,71
17279020,26.8397,92.9897,71
17279021,26.8397,92.9939,71
17279022,26.8397,92.998,71
17279023,26.8397,93.0022,71
17279024,26.8397,93.0064,71
17279025,26.8397,93.0105,71
17279026,26.8397,93.0147,71
17279027,26.8397,93.0189,71
17279028,26.8397,93.023,71
17279029,26.8397,93.0272,71
17279030,26.8397,93.0314,71
17279031,26.8397,93.0355,71
17279032,26.8397,93.0397,71
17279033,26.8397,93.0439,71
17285896,26.8355,92.3355,0
17285897,26.8355,92.3397,0
17285898,26.8355,92.3439,0
17285899,26.8355,92.348,0
17285900,26.8355,92.3522,0
17285901,26.8355,92.3564,0
17285902,26.8355,92.3605,0
17285903,26.8355,92.3647,0
17285904,26.8355,92.3689,0
17285905,26.8355,92.373,0
17285906,26.8355,92.3772,0
17285907,26.8355,92.3814,0
17285908,26.8355,92.3855,0
17285909,26.8355,92.3897,0
17285910,26.8355,92.3939,0
17285911,26.8355,92.398,0
17285912,26.8355,92.4022,0
17285913,26.8355,92.4064,0
17285914,26.8355,92.4105,0
17285915,26.8355,92.4147,0
17285916,26.8355,92.4189,0
17285917,26.8355,92.423,71
17285918,26.8355,92.4272,71
17285919,26.8355,92.4314,71
17285920,26.8355,92.4355,71
17285921,26.8355,92.4397,71
17285922,26.8355,92.4439,71
17285923,26.8355,92.448,71
17285924,26.8355,92.4522,71
17285925,26.8355,92.4564,71
17285926,26.8355,92.4605,71
17285927,26.8355,92.4647,71
17285928,26.8355,92.4689,71
17285929,26.8355,92.473,71
17285930,26.8355,92.4772,71
17285931,26.8355,92.4814,71
17285932,26.8355,92.4855,71
17285933,26.8355,92.4897,71
17285934,26.8355,92.4939,71
17285935,26.8355,92.498,71
17285936,26.8355,92.5022,71
17285937,26.8355,92.5064,0
17285938,26.8355,92.5105,0
17285939,26.8355,92.5147,0
17285940,26.8355,92.5189,0
17285941,26.8355,92.523,0
17285942,26.8355,92.5272,0
17285943,26.8355,92.5314,71
17285944,26.8355,92.5355,71
17285945,26.8355,92.5397,71
17285946,26.8355,92.5439,71
17285947,26.8355,92.548,71
17285948,26.8355,92.5522,71
17285949,26.8355,92.5564,71
17285950,26.8355,92.5605,71
17285951,26.8355,92.5647,71
17285952,26.8355,92.5689,71
17285953,26.8355,92.573,71
17285954,26.8355,92.5772,71
17285955,26.8355,92.5814,71
17285956,26.8355,92.5855,245
17285957,26.8355,92.5897,245
17285958,26.8355,92.5939,245
17285959,26.8355,92.598,245
17285960,26.8355,92.6022,71
17285961,26.8355,92.6064,71
17285962,26.8355,92.6105,71
17285963,26.8355,92.6147,71
17285964,26.8355,92.6189,71
17285965,26.8355,92.623,71
17285966,26.8355,92.6272,71
17285967,26.8355,92.6314,71
17285968,26.8355,92.6355,71
17285969,26.8355,92.6397,71
17285970,26.8355,92.6439,71
17285971,26.8355,92.648,71
17285972,26.8355,92.6522,71
17285973,26.8355,92.6564,71
17285974,26.8355,92.6605,71
17285975,26.8355,92.6647,71
17285976,26.8355,92.6689,71
17285977,26.8355,92.673,71
17285978,26.8355,92.6772,71
17285979,26.8355,92.6814,71
17285980,26.8355,92.6855,71
17285981,26.8355,92.6897,71
17285982,26.8355,92.6939,71
17285983,26.8355,92.698,71
17285984,26.8355,92.7022,71
17285985,26.8355,92.7064,71
17285986,26.8355,92.7105,71
17285987,26.8355,92.7147,71
17285988,26.8355,92.7189,71
17285989,26.8355,92.723,71
17285990,26.8355,92.7272,71
17285991,26.8355,92.7314,71
17285992,26.8355,92.7355,71
17285993,26.8355,92.7397,71
17285994,26.8355,92.7439,71
17285995,26.8355,92.748,71
17285996,26.8355,92.7522,71
17285997,26.8355,92.7564,71
17285998,26.8355,92.7605,71
17285999,26.8355,92.7647,71
17286000,26.8355,92.7689,71
17286001,26.8355,92.773,71
17286002,26.8355,92.7772,71
17286003,26.8355,92.7814,71
17286004,26.8355,92.7855,71
17286005,26.8355,92.7897,71
17286006,26.8355,92.7939,71
17286007,26.8355,92.798,71
17286008,26.8355,92.8022,71
17286009,26.8355,92.8064,71
17286010,26.8355,92.8105,71
17286011,26.8355,92.8147,71
17286012,26.8355,92.8189,71
17286013,26.8355,92.823,71
17286014,26.8355,92.8272,71
17286015,26.8355,92.8314,71
17286016,26.8355,92.8355,71
17286017,26.8355,92.8397,71
17286018,26.8355,92.8439,71
17286019,26.8355,92.848,71
17286020,26.8355,92.8522,71
17286021,26.8355,92.8564,71
17286022,26.8355,92.8605,0
17286023,26.8355,92.8647,0
17286024,26.8355,92.8689,0
17286025,26.8355,92.873,71
17286026,26.8355,92.8772,71
17286027,26.8355,92.8814,71
17286028,26.8355,92.8855,71
17286029,26.8355,92.8897,71
17286030,26.8355,92.8939,71
17286031,26.8355,92.898,71
17286032,26.8355,92.9022,71
17286033,26.8355,92.9064,71
17286034,26.8355,92.9105,71
17286035,26.8355,92.9147,71
17286036,26.8355,92.9189,71
17286037,26.8355,92.923,71
17286038,26.8355,92.9272,71
17286039,26.8355,92.9314,71
17286040,26.8355,92.9355,71
17286041,26.8355,92.9397,71
17286042,26.8355,92.9439,71
17286043,26.8355,92.948,71
17286044,26.8355,92.9522,71
17286045,26.8355,92.9564,71
17286046,26.8355,92.9605,71
17286047,26.8355,92.9647,71
17286048,26.8355,92.9689,71
17286049,26.8355,92.973,71
17286050,26.8355,92.9772,71
17286051,26.8355,92.9814,71
17286052,26.8355,92.9855,71
17286053,26.8355,92.9897,71
17286054,26.8355,92.9939,71
17286055,26.8355,92.998,71
17286056,26.8355,93.0022,71
17286057,26.8355,93.0064,71
17286058,26.8355,93.0105,71
17286059,26.8355,93.0147,71
17286060,26.8355,93.0189,71
17286061,26.8355,93.023,71
17286062,26.8355,93.0272,71
17286063,26.8355,93.0314,71
17286064,26.8355,93.0355,71
17286065,26.8355,93.0397,71
17286066,26.8355,93.0439,71
17286067,26.8355,93.048,71
17292929,26.8314,92.3355,0
17292930,26.8314,92.3397,0
17292931,26.8314,92.3439,0
17292932,26.8314,92.348,0
17292933,26.8314,92.3522,0
17292934,26.8314,92.3564,0
17292935,26.8314,92.3605,0
17292936,26.8314,92.3647,0
17292937,26.8314,92.3689,0
17292938,26.8314,92.373,0
17292939,26.8314,92.3772,0
17292940,26.8314,92.3814,0
17292941,26.8314,92.3855,0
17292942,26.8314,92.3897,0
17292943,26.8314,92.3939,0
17292944,26.8314,92.398,0
17292945,26.8314,92.4022,0
17292946,26.8314,92.4064,0
17292947,26.8314,92.4105,0
17292948,26.8314,92.4147,0
17292949,26.8314,92.4189,0
17292950,26.8314,92.423,0
17292951,26.8314,92.4272,71
17292952,26.8314,92.4314,71
17292953,26.8314,92.4355,71
17292954,26.8314,92.4397,71
17292955,26.8314,92.4439,71
17292956,26.8314,92.448,71
17292957,26.8314,92.4522,71
17292958,26.8314,92.4564,71
17292959,26.8314,92.4605,71
17292960,26.8314,92.4647,71
17292961,26.8314,92.4689,71
17292962,26.8314,92.473,71
17292963,26.8314,92.4772,71
17292964,26.8314,92.4814,0
17292965,26.8314,92.4855,71
17292966,26.8314,92.4897,71
17292967,26.8314,92.4939,71
17292968,26.8314,92.498,71
17292969,26.8314,92.5022,71
17292970,26.8314,92.5064,71
17292971,26.8314,92.5105,0
17292972,26.8314,92.5147,0
17292973,26.8314,92.5189,0
17292974,26.8314,92.523,0
17292975,26.8314,92.5272,0
17292976,26.8314,92.5314,71
17292977,26.8314,92.5355,71
17292978,26.8314,92.5397,71
17292979,26.8314,92.5439,71
17292980,26.8314,92.548,71
17292981,26.8314,92.5522,71
17292982,26.8314,92.5564,71
17292983,26.8314,92.5605,71
17292984,26.8314,92.5647,71
17292985,26.8314,92.5689,71
17292986,26.8314,92.573,71
17292987,26.8314,92.5772,71
17292988,26.8314,92.5814,71
17292989,26.8314,92.5855,245
17292990,26.8314,92.5897,245
17292991,26.8314,92.5939,245
17292992,26.8314,92.598,245
17292993,26.8314,92.6022,245
17292994,26.8314,92.6064,71
17292995,26.8314,92.6105,71
17292996,26.8314,92.6147,71
17292997,26.8314,92.6189,71
17292998,26.8314,92.623,71
17292999,26.8314,92.6272,71
17293000,26.8314,92.6314,71
17293001,26.8314,92.6355,71
17293002,26.8314,92.6397,71
17293003,26.8314,92.6439,71
17293004,26.8314,92.648,71
17293005,26.8314,92.6522,71
17293006,26.8314,92.6564,71
17293007,26.8314,92.6605,71
17293008,26.8314,92.6647,71
17293009,26.8314,92.6689,71
17293010,26.8314,92.673,71
17293011,26.8314,92.6772,71
17293012,26.8314,92.6814,71
17293013,26.8314,92.6855,245
17293014,26.8314,92.6897,71
17293015,26.8314,92.6939,71
17293016,26.8314,92.698,71
17293017,26.8314,92.7022,71
17293018,26.8314,92.7064,71
17293019,26.8314,92.7105,71
17293020,26.8314,92.7147,71
17293021,26.8314,92.7189,71
17293022,26.8314,92.723,71
17293023,26.8314,92.7272,71
17293024,26.8314,92.7314,71
17293025,26.8314,92.7355,71
17293026,26.8314,92.7397,71
17293027,26.8314,92.7439,245
17293028,26.8314,92.748,71
17293029,26.8314,92.7522,71
17293030,26.8314,92.7564,71
17293031,26.8314,92.7605,71
17293032,26.8314,92.7647,71
17293033,26.8314,92.7689,71
17293034,26.8314,92.773,71
17293035,26.8314,92.7772,71
17293036,26.8314,92.7814,71
17293037,26.8314,92.7855,71
17293038,26.8314,92.7897,71
17293039,26.8314,92.7939,71
17293040,26.8314,92.798,71
17293041,26.8314,92.8022,71
17293042,26.8314,92.8064,71
17293043,26.8314,92.8105,71
17293044,26.8314,92.8147,71
17293045,26.8314,92.8189,71
17293046,26.8314,92.823,71
17293047,26.8314,92.8272,71
17293048,26.8314,92.8314,71
17293049,26.8314,92.8355,71
17293050,26.8314,92.8397,71
17293051,26.8314,92.8439,71
17293052,26.8314,92.848,0
17293053,26.8314,92.8522,71
17293054,26.8314,92.8564,0
17293055,26.8314,92.8605,0
17293056,26.8314,92.8647,0
17293057,26.8314,92.8689,0
17293058,26.8314,92.873,71
17293059,26.8314,92.8772,71
17293060,26.8314,92.8814,71
17293061,26.8314,92.8855,71
17293062,26.8314,92.8897,71
17293063,26.8314,92.8939,71
17293064,26.8314,92.898,71
17293065,26.8314,92.9022,71
17293066,26.8314,92.9064,71
17293067,26.8314,92.9105,71
17293068,26.8314,92.9147,71
17293069,26.8314,92.9189,71
17293070,26.8314,92.923,71
17293071,26.8314,92.9272,71
17293072,26.8314,92.9314,71
17293073,26.8314,92.9355,71
17293074,26.8314,92.9397,71
17293075,26.8314,92.9439,71
17293076,26.8314,92.948,71
17293077,26.8314,92.9522,0
17293078,26.8314,92.9564,71
17293079,26.8314,92.9605,0
17293080,26.8314,92.9647,71
17293081,26.8314,92.9689,71
17293082,26.8314,92.973,71
17293083,26.8314,92.9772,71
17293084,26.8314,92.9814,71
17293085,26.8314,92.9855,71
17293086,26.8314,92.9897,71
17293087,26.8314,92.9939,71
17293088,26.8314,92.998,71
17293089,26.8314,93.0022,71
17293090,26.8314,93.0064,71
17293091,26.8314,93.0105,71
17293092,26.8314,93.0147,71
17293093,26.8314,93.0189,71
17293094,26.8314,93.023,71
17293095,26.8314,93.0272,71
17293096,26.8314,93.0314,71
17293097,26.8314,93.0355,71
17293098,26.8314,93.0397,71
17293099,26.8314,93.0439,71
17293100,26.8314,93.048,71
17293101,26.8314,93.0522,71
17299962,26.8272,92.3355,0
17299963,26.8272,92.3397,0
17299964,26.8272,92.3439,0
17299965,26.8272,92.348,0
17299966,26.8272,92.3522,0
17299967,26.8272,92.3564,71
17299968,26.8272,92.3605,0
17299969,26.8272,92.3647,0
17299970,26.8272,92.3689,71
17299971,26.8272,92.373,0
17299972,26.8272,92.3772,0
17299973,26.8272,92.3814,0
17299974,26.8272,92.3855,0
17299975,26.8272,92.3897,0
17299976,26.8272,92.3939,0
